PSMILES,Tg
[*]c1cc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)F)c([*])s1,402.15
[*]c1cc(C(=O)OCC)cc(N2C(=O)C3c4ccccc4CC(C4CC(=O)N([*])C4=O)C3C2=O)c1,527.15
[*]c1cc(C(=O)OCCC)cc(N2C(=O)C3c4ccccc4CC(C4CC(=O)N([*])C4=O)C3C2=O)c1,522.15
[*]c1cc(C(=O)OCCCC)cc(N2C(=O)C3c4ccccc4CC(C4CC(=O)N([*])C4=O)C3C2=O)c1,492.15
[*]c1cc(C(=O)OCCCCC)cc(N2C(=O)C3c4ccccc4CC(C4CC(=O)N([*])C4=O)C3C2=O)c1,492.15
[*]c1cc(C(=O)OCCCCCC)cc(N2C(=O)C3c4ccccc4CC(C4CC(=O)N([*])C4=O)C3C2=O)c1,460.15
[*]c1cc(C(=O)OCCCCCCCCCCOc2ccc(-c3ccc(OC(=O)c4ccc(OCC(F)CCCCCC)cc4)cc3)cc2)c([*])s1,424.15
[*]c1cc(C(=O)Oc2ccc(-c3ccc(O[Si](C)(C)C(C)(C)C)cc3)cc2)cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,503.15
[*]c1cc(C(=O)Oc2cccc3cccnc23)c([*])s1,427.15
[*]c1cc(C(=O)c2ccccc2)cc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,555.15
[*]c1cc(C(C(=O)OC)C(=O)OC)c([*])s1,253.05
[*]c1cc(C(C)(C)c2ccc(O)cc2)cc([*])c1O,408.15
[*]c1cc(C(C)C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C(C)C)cc(C([*])(c6ccccc6)C(F)(F)F)cc4C(C)C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C(C)C)c1,547.15
[*]c1cc(C(C)C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C(C)C)cc(C([*])(C)C)cc4C(C)C)cc3)cc2)c(C(C)C)c1,448.15
[*]c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,623.15
[*]c1cc(C)c(-c2c(C)cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C)c(C)c1,626.15
[*]c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,553.15
[*]c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C)c(C)c1,619.15
[*]c1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1,613.15
[*]c1cc(C)c(/N=C/c2ccc(OCc3ccc(COc4ccc(/C=N/c5cc(C)c(N6C(=O)c7ccc8c9ccc%10c%11c(ccc(c%12ccc(c7c8%12)C6=O)c%119)C(=O)N([*])C%10=O)cc5C)cc4)cc3)cc2)cc1C,403.15
[*]c1cc(C)c(/N=C/c2ccc(OCc3ccccc3COc3ccc(/C=N/c4cc(C)c(N5C(=O)c6ccc7c8ccc9c%10c(ccc(c%11ccc(c6c7%11)C5=O)c%108)C(=O)N([*])C9=O)cc4C)cc3)cc2)cc1C,401.15
[*]c1cc(C)c(C)c(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc4c(N5C(=O)c6ccc(C(=O)Nc7cc(C([*])(C(F)(F)F)C(F)(F)F)cc(C)c7C)cc6C5=O)cccc24)C3=O)c1,523.15
[*]c1cc(C)c(Cc2cc(C)c(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4C3=O)cc2C)cc1C,551.15
[*]c1cc(C)c(N2C(=O)CC(Nc3ccc(Cc4ccc(NC5CC(=O)N(c6c(C)cc(C([*])c7cccnc7)cc6C)C5=O)cc4)cc3)C2=O)c(C)c1,492.15
[*]c1cc(C)c(N2C(=O)CC(Nc3ccc(NC4CC(=O)N(c5c(C)cc(C([*])c6cccnc6)cc5C)C4=O)cc3)C2=O)c(C)c1,504.15
[*]c1cc(C)c(N2C(=O)CC(Nc3cccc(NC4CC(=O)N(c5c(C)cc(C([*])c6cccnc6)cc5C)C4=O)c3)C2=O)c(C)c1,497.15
[*]c1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc4C)C5=O)cc3C2=O)c(C)c1,590.55
[*]c1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc(C(F)(F)F)c6)cc4C)C5=O)cc3C2=O)c(C)c1,586.05
[*]c1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc7ccccc67)cc4C)C5=O)cc3C2=O)c(C)c1,599.15
[*]c1cc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,558.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(/N=N/c5ccc([N+](=O)[O-])cc5)c(NC(=O)c5ccc6c(c5)C(=O)N(c5c(C)cc([*])cc5C)C6=O)c4)cc3C2=O)c(C)c1,551.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(C(c5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)c(C)c1,591.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(Cc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)c(C)c5)cc4C)cc3C2=O)c(C)c1,602.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)Oc4ccc(C(c5ccc(OC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)c(C)c1,608.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc4C)C5=O)cc3C2=O)c(C)c1,574.25
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc(C(F)(F)F)c6)cc4C)C5=O)cc3C2=O)c(C)c1,558.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc7ccccc67)cc4C)C5=O)cc3C2=O)c(C)c1,591.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,583.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(-c6cc(C)c([*])cc6C)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,634.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,561.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc(C(F)(F)F)c6)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,559.25
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc7ccccc67)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,587.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc(C6([*])c7ccccc7-c7ccccc76)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,634.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])c6ccccc46)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c2ccccc12,676.15
[*]c1cc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,643.65
[*]c1cc(C)c(N2C(=O)c3ccc(Oc4cc5ccccc5cc4Oc4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,581.15
[*]c1cc(C)c(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)cc4)cc3C2=O)c(C)c1,553.15
[*]c1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc4C)C5=O)cc3C2=O)c(C)c1,555.05
[*]c1cc(C)c(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4c(C)cc(C([*])c6cccc(C(F)(F)F)c6)cc4C)C5=O)cc3C2=O)c(C)c1,537.25
[*]c1cc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(c4c(C)cc([*])cc4C)C5=O)cc3C2=O)c(C)c1,563.15
[*]c1cc(C)c(N2C(=O)c3cccc(Oc4ccc(C(C)(C)c5ccc(Oc6cccc7c6C(=O)N(c6c(C)cc([*])cc6C)C7=O)cc5)cc4)c3C2=O)c(C)c1,538.15
[*]c1cc(C)c(NC(=O)c2ccc(Oc3cc(C(C)(C)C)c(Oc4ccc(C(=O)Nc5c(C)cc(C([*])(C)C)cc5C)cc4)cc3C(C)(C)C)cc2)c(C)c1,568.15
[*]c1cc(C)c(OC(=O)CCCCC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,366.15
[*]c1cc(C)c(OC(=O)CCCCC(=O)Oc2c(C)cc([*])cc2C)c(C)c1,381.15
[*]c1cc(C)c(OC(=O)CCCCCC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,357.15
[*]c1cc(C)c(OC(=O)CCCCCC(=O)Oc2c(C)cc([*])cc2C)c(C)c1,369.15
[*]c1cc(C)c(OC(=O)CCCCCCCCC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,318.15
[*]c1cc(C)c(OC(=O)CCCCCCCCC(=O)Oc2c(C)cc([*])cc2C)c(C)c1,330.15
[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1,481.15
[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,466.15
[*]c1cc(C)c(OC(=O)c2ccc(C(=O)Oc3c(C)cc(C([*])(C)C)cc3C)cc2)c(C)c1,512.15
[*]c1cc(C)c(OC(=O)c2ccc(C(=O)Oc3c(C)cc(C4([*])CCC5CCCCC5C4)cc3C)cc2)c(C)c1,560.15
[*]c1cc(C)c(OC(=O)c2ccc(N3C(=O)CC(Nc4ccc(Cc5ccc(NC6CC(=O)N(c7ccc(C(=O)Oc8c(C)cc(C([*])c9cccnc9)cc8C)cc7)C6=O)cc5)cc4)C3=O)cc2)c(C)c1,459.15
[*]c1cc(C)c(OC(=O)c2ccc(N3C(=O)CC(Nc4ccc(NC5CC(=O)N(c6ccc(C(=O)Oc7c(C)cc(C([*])c8cccnc8)cc7C)cc6)C5=O)cc4)C3=O)cc2)c(C)c1,485.15
[*]c1cc(C)c(OC(=O)c2ccc(N3C(=O)CC(Nc4cccc(NC5CC(=O)N(c6ccc(C(=O)Oc7c(C)cc(C([*])c8cccnc8)cc7C)cc6)C5=O)c4)C3=O)cc2)c(C)c1,467.15
[*]c1cc(C)c(OC(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(C(=O)Oc7c(C)cc(C([*])(C)C)cc7C)cc6)cc5)CCC(C(C)(C)C)CC4)cc3)cc2)c(C)c1,449.15
[*]c1cc(C)c(OC(=O)c2ccc3c(c2)C(=O)N(c2c(C)cc(-c4cc(C)c(N5C(=O)c6ccc(C(=O)Oc7c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc7C)cc6C5=O)c(C)c4)cc2C)C3=O)c(C)c1,600.15
[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C([*])(C)C)cc3C)c2)c(C)c1,460.15
[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C4([*])CCC5CCCCC5C4)cc3C)c2)c(C)c1,534.15
[*]c1cc(C)c(OC(=O)c2cccc(C(=O)Oc3c(C)cc(C4([*])c5ccccc5-c5ccccc54)cc3C)c2)c(C)c1,588.15
[*]c1cc(C)c(OCC(O)COc2c(C)cc(C([*])(C)C)cc2C)c(C)c1,403.15
[*]c1cc(C)c(OCC(O)COc2c(C)cc(S(=O)(=O)c3cc(C)c(OCC(O)COc4c(C)cc(C([*])(C)C)cc4C)c(C)c3)cc2C)c(C)c1,418.15
[*]c1cc(C)c(OCC(O)COc2c(C)cc(S([*])(=O)=O)cc2C)c(C)c1,425.65
[*]c1cc(C)c(OCC(O)COc2ccc(C(C)(C)c3ccc(OCC(O)COc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,373.15
[*]c1cc(C)c(OCC(O)COc2ccc(C(C)(C)c3ccc(OCC(O)COc4c(C)cc(S([*])(=O)=O)cc4C)cc3)cc2)c(C)c1,410.65
[*]c1cc(C)c(OCC(O)COc2ccc(S(=O)(=O)c3ccc(OCC(O)COc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,418.15
[*]c1cc(C)c(OCC(O)COc2ccc(S(=O)(=O)c3ccc(OCC(O)COc4c(C)cc(S([*])(=O)=O)cc4C)cc3)cc2)c(C)c1,418.15
[*]c1cc(C)c(ON2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(Oc7c(C)cc(C([*])(C)C)cc7C)C8=O)cc6)CCC(C(C)(C)C)CC5)cc4)cc3C2=O)c(C)c1,521.15
[*]c1cc(C)c(OP(=O)(Oc2ccc(Br)cc2)Oc2c(C)cc(S([*])(=O)=O)cc2C)c(C)c1,435.15
[*]c1cc(C)c(OP(=O)(Oc2ccc([N+](=O)[O-])cc2)Oc2c(C)cc(S([*])(=O)=O)cc2C)c(C)c1,446.15
[*]c1cc(C)c(OP(=O)(Oc2ccccc2)Oc2c(C)cc(S([*])(=O)=O)cc2C)c(C)c1,415.15
[*]c1cc(C)c(OS([*])(=O)=O)c(C)c1,426.15
[*]c1cc(C)c(O[Si](C)(C)CC[Si](C)(C)Oc2c(C)cc([*])cc2C)c(C)c1,328.15
[*]c1cc(C)c(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc2c(C)cc([*])cc2C)c(C)c1,257.15
[*]c1cc(C)c(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Oc2c(C)cc([*])cc2C)c(C)c1,287.15
[*]c1cc(C)c(O[Si](C)(C)O[Si](C)(C)Oc2c(C)cc([*])cc2C)c(C)c1,328.15
[*]c1cc(C)c(O[Si](C)(C)c2ccc([Si](C)(C)Oc3c(C)cc([*])cc3C)cc2)c(C)c1,340.15
[*]c1cc(C)c(Oc2cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5cc(Oc7c(C)cc([*])cc7C)cc(C(F)(F)F)c5)C6=O)cc4C3=O)cc(C(F)(F)F)c2)c(C)c1,554.25
[*]c1cc(C)c(Oc2cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5cc(Oc7c(C)cc([*])cc7C)cc(C(F)(F)F)c5)C6=O)cc4C3=O)cc(C(F)(F)F)c2)c(C)c1,538.55
[*]c1cc(C)c(Oc2cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cc(Oc7c(C)cc([*])cc7C)cc(C(F)(F)F)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c2)c(C)c1,537.95
[*]c1cc(C)c(Oc2cc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5cc(Oc7c(C)cc([*])cc7C)cc(C(F)(F)F)c5)C6=O)cc4C3=O)cc(C(F)(F)F)c2)c(C)c1,525.35
[*]c1cc(C)c(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc6)c(=O)c5cc4c3=O)cc2)c(C)c1,588.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4c(C)cc(C5([*])CCC6CCCCC6C5)cc4C)cc3)cc2)c(C)c1,524.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,519.785
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc4cc(C(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)ccc4c3)cc2)c(C)c1,543.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccc4nc(C(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)ccc4c3)cc2)c(C)c1,453.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5c(C)cc(C6([*])CCC7CCCCC7C6)cc5C)cc4)c3)cc2)c(C)c1,497.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5c(C)cc(C6([*])c7ccccc7-c7ccccc76)cc5C)cc4)c3)cc2)c(C)c1,502.15
[*]c1cc(C)c(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,506.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)CC(Nc4ccc(Cc5ccc(NC6CC(=O)N(c7ccc(Oc8c(C)cc(C([*])c9cccnc9)cc8C)cc7)C6=O)cc5)cc4)C3=O)cc2)c(C)c1,474.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)CC(Nc4ccc(NC5CC(=O)N(c6ccc(Oc7c(C)cc(C([*])c8cccnc8)cc7C)cc6)C5=O)cc4)C3=O)cc2)c(C)c1,502.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)CC(Nc4cccc(NC5CC(=O)N(c6ccc(Oc7c(C)cc(C([*])c8cccnc8)cc7C)cc6)C5=O)c4)C3=O)cc2)c(C)c1,490.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)cc4C3=O)cc2)c(C)c1,562.65
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)cc4C3=O)cc2)c(C)c1,545.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc(C([*])c8cccc9ccccc89)cc7C)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c(C)c1,581.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(c8ccc(Oc%10c(C)cc(C([*])(C)C)cc%10C)cc8)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)c(C)c1,505.15
[*]c1cc(C)c(Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7c(C)cc([*])cc7C)c(C(F)(F)F)c5)C6=O)cc4C3=O)cc2C(F)(F)F)c(C)c1,543.15
[*]c1cc(C)c(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12c(C)cc(C([*])(C)C)cc%12C)cc%11)cc%10C9=O)cc8)cc7)CC7CC6C6CCCC76)cc5)cc3)C4=O)cc2)c(C)c1,549.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)c(Br)c3)cc2Br)c(C)c1,503.95
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3)cc2)c(C)c1,521.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c2)c(C)c1,469.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)cc3[Si](C)(C)C)c([Si](C)(C)C)c2)c(C)c1,470.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3)cc2)c(C)c1,504.45
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C([*])(C)C)cc4C)cc3C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c2)c(C)c1,460.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc([*])cc4C)cc3)cc2)c(C)c1,553.35
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C,542.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc4cc(S(=O)(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)ccc4c3)cc2)c(C)c1,553.15
[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3cccc4c(S(=O)(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5)cccc34)cc2)c(C)c1,535.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2c(C)cc(Cc4cc(C)c(N5C(=O)c6ccc(Oc7c(C)cc([*])cc7C)cc6C5=O)c(C)c4)cc2C)C3=O)c(C)c1,693.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(Oc7c(C)cc(C([*])(C)C)cc7C)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)c(C)c1,535.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C(c5ccc(Oc6ccc(N7C(=O)c8ccc(Oc9c(C)cc(C([*])(C)C)cc9C)cc8C7=O)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc2)C3=O)c(C)c1,517.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(Oc%10c(C)cc(C([*])(C)C)cc%10C)cc9C8=O)cc7)cc6)C6CC7CC(C6)CC5C7)cc4)cc2)C3=O)c(C)c1,555.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(Oc%10c(C)cc(C([*])(C)C)cc%10C)cc9C8=O)cc7)cc6)CC6CC5C5CCCC65)cc4)cc2)C3=O)c(C)c1,535.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(Oc%10c(C)cc(C([*])(C)C)cc%10C)cc9C8=O)cc7)cc6)CC6CCC5C6)cc4)cc2)C3=O)c(C)c1,538.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(Oc7c(C)cc([*])cc7C)cc6C5=O)cc4)cc2)C3=O)c(C)c1,572.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8c(C)cc(C([*])(C)C)cc8C)cc7C6=O)cc5)cc4C(C)(C)C)cc2)C3=O)c(C)c1,517.15
[*]c1cc(C)c(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6c(C)cc([*])cc6C)cc5C4=O)c2)C3=O)c(C)c1,568.15
[*]c1cc(C)c(Oc2cccc3c2C(=O)N(c2c(C)cc(-c4cc(C)c(N5C(=O)c6cccc(Oc7c(C)cc([*])cc7C)c6C5=O)c(C)c4)cc2C)C3=O)c(C)c1,600.15
[*]c1cc(C)c(Oc2cccc3c2C(=O)N(c2c(C)cc(C)c(N4C(=O)c5cccc(Oc6c(C)cc([*])cc6C)c5C4=O)c2C)C3=O)c(C)c1,598.15
[*]c1cc(C)c(Oc2cccc3c2C(=O)N(c2c(C)cc(Cc4cc(C)c(N5C(=O)c6cccc(Oc7c(C)cc([*])cc7C)c6C5=O)c(C)c4)cc2C)C3=O)c(C)c1,562.15
[*]c1cc(C)c(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccc(N7C(=O)c8cccc(Oc9c(C)cc([*])cc9C)c8C7=O)cc6)cc5)cc4)cc2)C3=O)c(C)c1,563.15
[*]c1cc(C)c(Oc2cccc3c2C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6cccc(Oc7c(C)cc([*])cc7C)c6C5=O)cc4)cc2)C3=O)c(C)c1,571.15
[*]c1cc(C)c(Oc2cccc3c2C(=O)N(c2cccc(N4C(=O)c5cccc(Oc6c(C)cc([*])cc6C)c5C4=O)c2)C3=O)c(C)c1,584.15
[*]c1cc(C)c(S(=O)(=O)c2c(C)cc(C([*])(C)C)cc2C)c(C)c1,503.15
[*]c1cc(C)c([*])s1,387.35
[*]c1cc(CC(=O)OCC)c([*])s1,329.85
[*]c1cc(CC(=O)OCCCCCCOc2ccc(/N=N/c3ccc(C#N)cc3)cc2)c([*])s1,337.15
[*]c1cc(CC(=O)OCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)c([*])s1,375.15
[*]c1cc(CCCCBr)c([*])s1,292.15
[*]c1cc(CCCCCCCC)c(-c2ccc(C(=O)OCC(COc3ccc(/N=N/c4ccc(C#N)cc4)cc3)OC(=O)c3ccc([*])c(F)c3F)c(F)c2F)cc1CCCCCCCC,334.15
[*]c1cc(CCCCCCOC(=O)COC)c([*])s1,310.15
[*]c1cc(CCCCCCOC(=O)COc2ccccc2)c([*])s1,323.15
[*]c1cc(CCCCCCOC(=O)Cc2ccccc2)c([*])s1,318.15
[*]c1cc(CCCCCCO[Si](C)(C)C)c([*])s1,283.15
[*]c1cc(CCOC(=O)C(C)Br)c([*])s1,322.15
[*]c1cc(CCOC(=O)NCCCC)c([*])s1,340.65
